"Date","Close","Open","High","Low","Vol","Change %"
"10/28/2015","10,857.6","10,950.4","11,043.2","10,857.6","2.73M","-0.85%"
"10/27/2015","10,950.4","10,996.8","11,043.2","10,950.4","2.60M","-0.42%"
"10/26/2015","10,996.8","11,182.4","11,228.8","10,996.8","3.41M","-1.25%"
"10/23/2015","11,136.0","11,182.4","11,275.2","11,136.0","3.64M","0.42%"
"10/22/2015","11,089.6","10,950.4","11,089.6","10,950.4","3.35M","0.84%"
"10/21/2015","10,996.8","11,089.6","11,182.4","10,950.4","3.75M","-0.42%"
"10/20/2015","11,043.2","11,228.8","11,228.8","10,996.8","3.70M","-1.65%"
"10/19/2015","11,228.8","11,275.2","11,368.0","11,228.8","2.37M","-0.41%"
"10/16/2015","11,275.2","11,368.0","11,414.4","11,275.2","4.10M","0.00%"
"10/15/2015","11,275.2","11,368.0","11,368.0","11,228.8","2.98M","-0.41%"
"10/14/2015","11,321.6","11,321.6","11,414.4","11,275.2","2.76M","0.00%"
"10/13/2015","11,321.6","11,321.6","11,460.8","11,321.6","4.62M","-0.81%"
"10/12/2015","11,414.4","11,228.8","11,507.2","11,228.8","7.73M","1.23%"
"10/09/2015","11,275.2","11,460.8","11,507.2","11,275.2","5.88M","-1.62%"
"10/08/2015","11,460.8","11,414.4","11,507.2","11,368.0","4.24M","0.41%"
"10/07/2015","11,414.4","11,553.6","11,600.0","11,368.0","7.48M","-1.20%"
"10/06/2015","11,553.6","11,136.0","11,600.0","11,043.2","14.90M","6.41%"
"10/05/2015","10,857.6","10,764.8","10,996.8","10,764.8","4.04M","0.86%"
"10/02/2015","10,764.8","10,904.0","10,950.4","10,764.8","2.88M","-1.28%"
"10/01/2015","10,904.0","10,950.4","11,043.2","10,904.0","2.82M","0.00%"
"09/30/2015","10,904.0","10,950.4","11,136.0","10,904.0","3.99M","0.00%"
"09/29/2015","10,904.0","10,904.0","10,996.8","10,718.4","7.46M","-1.26%"
"09/28/2015","11,043.2","11,321.6","11,368.0","11,043.2","4.80M","-2.46%"
"09/25/2015","11,321.6","11,414.4","11,414.4","11,228.8","2.84M","-0.41%"
"09/24/2015","11,368.0","11,414.4","11,507.2","11,368.0","2.29M","-0.41%"
"09/23/2015","11,414.4","11,414.4","11,507.2","11,321.6","3.61M","-0.40%"
"09/22/2015","11,460.8","11,553.6","11,646.4","11,460.8","2.78M","-0.80%"
"09/21/2015","11,553.6","11,553.6","11,600.0","11,460.8","3.09M","0.00%"
"09/18/2015","11,553.6","11,553.6","11,646.4","11,507.2","6.13M","1.22%"
"09/17/2015","11,414.4","11,460.8","11,460.8","11,368.0","2.15M","0.41%"
"09/16/2015","11,368.0","11,414.4","11,553.6","11,368.0","3.12M","-0.81%"
"09/15/2015","11,460.8","11,228.8","11,460.8","11,228.8","4.94M","1.65%"
"09/14/2015","11,275.2","11,507.2","11,553.6","11,228.8","7.25M","-2.41%"
"09/11/2015","11,553.6","11,785.6","11,878.4","11,553.6","3.62M","-1.97%"
"09/10/2015","11,785.6","11,507.2","11,971.2","11,507.2","6.79M","1.60%"
"09/09/2015","11,600.0","11,832.0","11,832.0","11,600.0","4.88M","-0.79%"
"09/08/2015","11,692.8","11,414.4","11,739.2","11,368.0","5.80M","2.02%"
"09/07/2015","11,460.8","11,414.4","11,600.0","11,368.0","4.32M","0.82%"
"09/04/2015","11,368.0","11,414.4","11,553.6","11,368.0","4.32M","-0.41%"
"09/03/2015","11,414.4","11,832.0","11,971.2","11,414.4","9.15M","-4.65%"
"09/01/2015","11,971.2","12,064.0","12,110.4","11,832.0","5.97M","-0.39%"
"08/31/2015","12,017.6","12,064.0","12,249.6","11,924.8","9.97M","0.78%"
"08/28/2015","11,924.8","11,182.4","11,924.8","11,182.4","21.14M","6.64%"
"08/27/2015","11,182.4","11,228.8","11,275.2","11,136.0","5.44M","0.84%"
"08/26/2015","11,089.6","10,718.4","11,136.0","10,718.4","8.87M","3.02%"
"08/25/2015","10,764.8","10,486.4","10,996.8","10,440.0","8.26M","0.00%"
"08/24/2015","10,764.8","11,321.6","11,321.6","10,764.8","13.98M","-6.83%"
"08/21/2015","11,553.6","11,368.0","11,553.6","10,857.6","12.58M","0.00%"
"08/20/2015","11,553.6","11,600.0","11,878.4","11,507.2","8.15M","-1.19%"
"08/19/2015","11,692.8","11,275.2","11,785.6","11,182.4","8.56M","3.28%"
"08/18/2015","11,321.6","11,228.8","11,414.4","11,182.4","3.75M","0.83%"
"08/17/2015","11,228.8","11,553.6","11,600.0","11,089.6","4.67M","-2.81%"
"08/14/2015","11,553.6","11,553.6","11,739.2","11,414.4","8.05M","2.20%"
"08/13/2015","11,304.8","11,220.4","11,389.1","11,093.9","6.78M","-0.37%"
"08/12/2015","11,346.9","11,515.7","11,557.9","11,178.2","11.01M","-1.83%"
"08/11/2015","11,557.9","11,726.6","11,895.3","11,557.9","14.21M","-0.72%"
"08/10/2015","11,642.2","11,389.1","11,642.2","11,389.1","7.20M","2.98%"
"08/07/2015","11,304.8","11,304.8","11,431.3","11,178.2","5.67M","0.00%"
"08/06/2015","11,304.8","11,389.1","11,431.3","11,304.8","6.88M","-0.74%"
"08/05/2015","11,389.1","11,262.6","11,389.1","11,220.4","3.90M","1.89%"
"08/04/2015","11,178.2","11,136.0","11,304.8","11,009.5","6.78M","1.14%"
"08/03/2015","11,051.7","11,346.9","11,346.9","10,967.3","11.49M","-3.68%"
"07/31/2015","11,473.5","11,684.4","11,726.6","11,473.5","5.01M","-0.73%"
"07/30/2015","11,557.9","11,600.0","11,642.2","11,515.7","5.86M","-0.36%"
"07/29/2015","11,600.0","11,768.8","11,853.1","11,557.9","11.61M","-1.79%"
"07/28/2015","11,810.9","11,895.3","11,937.5","11,768.8","13.36M","-1.06%"
"07/27/2015","11,937.5","11,473.5","12,106.2","11,431.3","15.20M","4.04%"
"07/24/2015","11,473.5","11,473.5","11,600.0","11,389.1","9.51M","0.00%"
"07/23/2015","11,473.5","11,431.3","11,600.0","11,389.1","16.41M","1.12%"
"07/22/2015","11,346.9","10,967.3","11,346.9","10,925.1","11.62M","3.06%"
"07/21/2015","11,009.5","11,093.9","11,136.0","10,925.1","10.01M","-0.38%"
"07/20/2015","11,051.7","10,882.9","11,093.9","10,714.2","8.38M","0.77%"
"07/17/2015","10,967.3","11,136.0","11,136.0","10,967.3","5.23M","-1.14%"
"07/16/2015","11,093.9","10,967.3","11,136.0","10,925.1","6.15M","0.38%"
"07/15/2015","11,051.7","11,389.1","11,389.1","11,051.7","10.68M","-2.24%"
"07/14/2015","11,304.8","11,136.0","11,431.3","10,882.9","16.80M","2.29%"
"07/13/2015","11,051.7","11,009.5","11,136.0","10,882.9","6.74M","0.77%"
"07/10/2015","10,967.3","11,136.0","11,262.6","10,925.1","9.95M","-0.76%"
"07/09/2015","11,051.7","10,714.2","11,093.9","10,672.0","11.34M","1.95%"
"07/08/2015","10,840.8","11,093.9","11,136.0","10,798.6","17.34M","-2.65%"
"07/07/2015","11,136.0","11,093.9","11,262.6","11,009.5","12.30M","-0.38%"
"07/06/2015","11,178.2","11,136.0","11,304.8","11,051.7","11.79M","1.92%"
"07/03/2015","10,967.3","10,672.0","10,967.3","10,587.7","16.32M","3.59%"
"07/02/2015","10,587.7","10,461.1","10,714.2","10,418.9","9.94M","1.21%"
"07/01/2015","10,461.1","10,376.8","10,503.3","10,250.2","11.07M","2.06%"
"06/30/2015","10,250.2","10,376.8","10,461.1","10,250.2","7.08M","-2.02%"
"06/29/2015","10,461.1","10,334.6","10,545.5","10,292.4","9.38M","1.64%"
"06/26/2015","10,292.4","10,039.3","10,672.0","10,039.3","22.77M","2.52%"
"06/25/2015","10,039.3","10,039.3","10,081.5","9,912.8","4.30M","0.42%"
"06/24/2015","9,997.1","10,039.3","10,123.7","9,954.9","5.39M","0.42%"
"06/23/2015","9,954.9","10,123.7","10,165.9","9,954.9","4.93M","-1.26%"
"06/22/2015","10,081.5","9,912.8","10,081.5","9,912.8","4.42M","1.70%"
"06/19/2015","9,912.8","10,208.0","10,208.0","9,912.8","7.42M","-1.26%"
"06/18/2015","10,039.3","9,912.8","10,123.7","9,912.8","8.07M","2.15%"
"06/17/2015","9,828.4","9,870.6","9,997.1","9,744.0","5.80M","-0.85%"
"06/16/2015","9,912.8","10,208.0","10,250.2","9,912.8","8.35M","-2.49%"
"06/15/2015","10,165.9","10,292.4","10,461.1","10,165.9","5.25M","-1.23%"
"06/12/2015","10,292.4","10,208.0","10,334.6","10,081.5","13.94M","2.95%"
"06/11/2015","9,997.1","9,870.6","10,039.3","9,870.6","7.42M","2.16%"
"06/10/2015","9,786.2","9,744.0","9,870.6","9,701.9","7.49M","0.00%"
"06/09/2015","9,786.2","9,701.9","9,870.6","9,701.9","10.70M","0.43%"
"06/08/2015","9,744.0","9,912.8","9,997.1","9,744.0","9.92M","-0.43%"
"06/05/2015","9,786.2","9,490.9","9,912.8","9,364.4","11.58M","2.65%"
"06/04/2015","9,533.1","9,659.7","9,701.9","9,490.9","6.40M","-0.44%"
"06/03/2015","9,575.3","9,237.8","9,617.5","9,195.7","14.09M","3.65%"
"06/02/2015","9,237.8","9,111.3","9,448.8","9,069.1","16.73M","1.39%"
"06/01/2015","9,111.3","8,984.8","9,153.5","8,942.6","5.10M","0.93%"
"05/29/2015","9,026.9","9,195.7","9,195.7","9,026.9","4.33M","-1.84%"
"05/28/2015","9,195.7","9,026.9","9,406.6","9,026.9","6.64M","1.40%"
"05/27/2015","9,069.1","9,026.9","9,195.7","8,984.8","2.96M","0.00%"
"05/26/2015","9,069.1","9,111.3","9,237.8","9,026.9","4.65M","-1.38%"
"05/25/2015","9,195.7","9,026.9","9,195.7","8,942.6","8.17M","1.87%"
"05/22/2015","9,026.9","8,858.2","9,069.1","8,858.2","5.51M","0.94%"
"05/21/2015","8,942.6","8,773.8","9,026.9","8,731.7","8.50M","3.41%"
"05/20/2015","8,647.3","8,183.3","8,647.3","8,141.1","6.94M","6.77%"
"05/19/2015","8,098.9","8,056.8","8,183.3","8,056.8","1.70M","0.52%"
"05/18/2015","8,056.8","8,267.7","8,309.8","8,056.8","3.43M","-2.05%"
"05/15/2015","8,225.5","8,436.4","8,478.6","8,225.5","1.46M","-2.50%"
"05/14/2015","8,436.4","8,436.4","8,436.4","8,352.0","931.84K","0.00%"
"05/13/2015","8,436.4","8,436.4","8,478.6","8,309.8","2.15M","0.00%"
"05/12/2015","8,436.4","8,436.4","8,520.8","8,394.2","2.49M","-0.50%"
"05/11/2015","8,478.6","8,562.9","8,605.1","8,436.4","1.22M","-0.98%"
"05/08/2015","8,562.9","8,478.6","8,605.1","8,478.6","1.95M","0.99%"
"05/07/2015","8,478.6","8,520.8","8,562.9","8,436.4","1.39M","-0.50%"
"05/06/2015","8,520.8","8,562.9","8,647.3","8,436.4","1.96M","-1.46%"
"05/05/2015","8,647.3","8,394.2","8,647.3","8,309.8","4.79M","2.50%"
"05/04/2015","8,436.4","8,689.5","8,689.5","8,394.2","5.63M","-2.91%"
"04/27/2015","8,689.5","8,773.8","8,816.0","8,689.5","1.19M","-0.96%"
"04/24/2015","8,773.8","8,858.2","8,858.2","8,773.8","1.15M","-0.48%"
"04/23/2015","8,816.0","8,731.7","8,816.0","8,689.5","1.58M","0.97%"
"04/22/2015","8,731.7","8,773.8","8,816.0","8,731.7","2.08M","-0.48%"
"04/21/2015","8,773.8","8,816.0","8,942.6","8,773.8","1.92M","-0.95%"
"04/20/2015","8,858.2","8,984.8","9,026.9","8,816.0","1.67M","-1.87%"
"04/17/2015","9,026.9","8,984.8","9,111.3","8,984.8","5.91M","0.94%"
"04/16/2015","8,942.6","8,731.7","8,984.8","8,647.3","5.47M","3.41%"
"04/15/2015","8,647.3","8,562.9","8,689.5","8,520.8","2.06M","0.99%"
"04/14/2015","8,562.9","8,689.5","8,731.7","8,562.9","1.94M","-1.46%"
"04/13/2015","8,689.5","8,731.7","8,816.0","8,689.5","1.58M","0.00%"
"04/10/2015","8,689.5","8,605.1","8,816.0","8,562.9","3.86M","1.98%"
"04/09/2015","8,520.8","8,478.6","8,605.1","8,436.4","1.93M","0.50%"
"04/08/2015","8,478.6","8,605.1","8,647.3","8,478.6","1.09M","-0.98%"
"04/07/2015","8,562.9","8,436.4","8,562.9","8,352.0","2.16M","1.50%"
"04/06/2015","8,436.4","8,520.8","8,520.8","8,352.0","1.95M","-0.99%"
"04/03/2015","8,520.8","8,478.6","8,562.9","8,436.4","1.19M","0.50%"
"04/02/2015","8,478.6","8,309.8","8,520.8","8,225.5","2.59M","2.03%"
"04/01/2015","8,309.8","8,562.9","8,605.1","8,309.8","3.98M","-2.48%"
"03/31/2015","8,520.8","8,436.4","8,689.5","8,436.4","2.98M","1.00%"
"03/30/2015","8,436.4","8,605.1","8,689.5","8,436.4","2.78M","-1.96%"
"03/27/2015","8,605.1","8,773.8","8,900.4","8,605.1","3.08M","-1.45%"
"03/26/2015","8,731.7","8,773.8","8,900.4","8,689.5","3.82M","-1.43%"
"03/25/2015","8,858.2","9,026.9","9,069.1","8,858.2","2.81M","-1.41%"
"03/24/2015","8,984.8","9,069.1","9,069.1","8,900.4","4.78M","-1.39%"
"03/23/2015","9,111.3","9,364.4","9,364.4","9,111.3","2.41M","-2.70%"
"03/20/2015","9,364.4","9,111.3","9,364.4","9,069.1","5.58M","2.78%"
"03/19/2015","9,111.3","9,237.8","9,322.2","9,026.9","3.45M","-1.37%"
"03/18/2015","9,237.8","9,364.4","9,364.4","9,237.8","1.40M","-1.35%"
"03/17/2015","9,364.4","9,280.0","9,406.6","9,280.0","1.73M","0.91%"
"03/16/2015","9,280.0","9,406.6","9,448.8","9,280.0","2.39M","-1.35%"
"03/13/2015","9,406.6","9,490.9","9,533.1","9,406.6","1.59M","-0.45%"
"03/12/2015","9,448.8","9,448.8","9,490.9","9,322.2","2.48M","0.00%"
"03/11/2015","9,448.8","9,575.3","9,575.3","9,448.8","2.38M","-1.32%"
"03/10/2015","9,575.3","9,575.3","9,617.5","9,490.9","2.06M","0.00%"
"03/09/2015","9,575.3","9,828.4","9,828.4","9,533.1","2.05M","-2.16%"
"03/06/2015","9,786.2","9,828.4","9,954.9","9,786.2","6.15M","1.98%"
"03/05/2015","9,596.4","9,772.2","9,772.2","9,596.4","5.20M","-1.44%"
"03/04/2015","9,737.0","9,701.8","9,737.0","9,666.7","5.44M","1.10%"
"03/03/2015","9,631.5","9,596.4","9,666.7","9,561.2","3.37M","0.37%"
"03/02/2015","9,596.4","9,596.4","9,631.5","9,561.2","1.61M","0.00%"
"02/27/2015","9,596.4","9,596.4","9,666.7","9,526.1","2.42M","0.37%"
"02/26/2015","9,561.2","9,526.1","9,631.5","9,526.1","2.44M","0.37%"
"02/25/2015","9,526.1","9,737.0","9,737.0","9,526.1","4.77M","-1.45%"
"02/24/2015","9,666.7","9,490.9","9,737.0","9,490.9","4.33M","1.48%"
"02/13/2015","9,526.1","9,490.9","9,561.2","9,420.6","3.55M","0.37%"
"02/12/2015","9,490.9","9,420.6","9,490.9","9,350.3","3.95M","1.50%"
"02/11/2015","9,350.3","9,034.0","9,385.5","9,034.0","4.33M","3.50%"
"02/10/2015","9,034.0","9,034.0","9,104.3","8,963.7","2.65M","0.39%"
"02/09/2015","8,998.8","9,139.4","9,139.4","8,998.8","1.32M","-1.16%"
"02/06/2015","9,104.3","8,928.5","9,104.3","8,928.5","1.32M","1.57%"
"02/05/2015","8,963.7","8,963.7","9,034.0","8,928.5","1.78M","0.39%"
"02/04/2015","8,928.5","9,069.1","9,069.1","8,893.4","3.71M","-0.39%"
"02/03/2015","8,963.7","9,069.1","9,139.4","8,963.7","2.83M","-1.16%"
"02/02/2015","9,069.1","9,209.7","9,315.2","9,069.1","4.64M","-1.90%"
"01/30/2015","9,244.9","9,455.8","9,455.8","9,209.7","5.83M","-2.23%"
"01/29/2015","9,455.8","9,420.6","9,455.8","9,350.3","2.77M","0.37%"
"01/28/2015","9,420.6","9,455.8","9,490.9","9,350.3","3.05M","-0.37%"
"01/27/2015","9,455.8","9,561.2","9,631.5","9,420.6","5.25M","-1.47%"
"01/26/2015","9,596.4","9,701.8","9,737.0","9,596.4","3.16M","-0.73%"
"01/23/2015","9,666.7","9,596.4","9,772.2","9,526.1","6.04M","1.48%"
"01/22/2015","9,526.1","9,526.1","9,596.4","9,385.5","2.95M","0.74%"
"01/21/2015","9,455.8","9,526.1","9,596.4","9,420.6","3.68M","0.00%"
"01/20/2015","9,455.8","9,490.9","9,561.2","9,455.8","2.28M","-0.74%"
"01/19/2015","9,526.1","9,666.7","9,666.7","9,526.1","2.55M","-1.45%"
"01/16/2015","9,666.7","9,772.2","9,842.5","9,631.5","5.70M","0.00%"
"01/15/2015","9,666.7","9,631.5","9,701.8","9,596.4","4.69M","0.73%"
"01/14/2015","9,596.4","9,490.9","9,701.8","9,315.2","5.81M","1.11%"
"01/13/2015","9,490.9","9,420.6","9,561.2","9,420.6","2.64M","0.00%"
"01/12/2015","9,490.9","9,596.4","9,666.7","9,455.8","4.05M","-1.10%"
"01/09/2015","9,596.4","9,490.9","9,631.5","9,490.9","5.03M","1.11%"
"01/08/2015","9,490.9","9,526.1","9,561.2","9,455.8","3.05M","0.00%"
"01/07/2015","9,490.9","9,561.2","9,631.5","9,455.8","3.71M","-0.37%"
"01/06/2015","9,526.1","9,350.3","9,561.2","9,280.0","4.54M","0.00%"
"01/05/2015","9,526.1","9,631.5","9,701.8","9,526.1","3.66M","-1.45%"
"12/31/2014","9,666.7","9,420.6","9,737.0","9,350.3","9.15M","3.00%"
"12/30/2014","9,385.5","8,893.4","9,385.5","8,717.6","7.28M","5.53%"
"12/29/2014","8,893.4","9,069.1","9,280.0","8,858.2","5.88M","-1.94%"
"12/26/2014","9,069.1","9,280.0","9,280.0","8,998.8","9.26M","-2.27%"
"12/25/2014","9,280.0","9,490.9","9,561.2","9,280.0","5.43M","-1.86%"
"12/24/2014","9,455.8","9,596.4","9,631.5","9,455.8","3.75M","-0.37%"
"12/23/2014","9,490.9","9,666.7","9,737.0","9,490.9","6.83M","-2.17%"
"12/22/2014","9,701.8","9,772.2","9,807.3","9,666.7","7.83M","1.84%"
"12/19/2014","9,526.1","10,053.4","10,334.6","9,526.1","46.71M","-4.91%"
"12/18/2014","10,018.2","9,877.6","10,053.4","9,807.3","6.51M","2.15%"
"12/17/2014","9,807.3","10,264.3","10,369.7","9,561.2","20.29M","-4.45%"
"12/16/2014","10,264.3","10,404.9","10,475.2","10,194.0","7.99M","-2.01%"
"12/15/2014","10,475.2","10,440.0","10,545.5","10,440.0","5.43M","0.68%"
"12/12/2014","10,404.9","10,299.4","10,440.0","10,299.4","3.61M","1.02%"
"12/11/2014","10,299.4","10,369.7","10,440.0","10,299.4","3.60M","-1.68%"
"12/10/2014","10,475.2","10,229.1","10,475.2","10,158.8","9.06M","2.76%"
"12/09/2014","10,194.0","10,510.3","10,545.5","10,053.4","13.39M","-3.65%"
"12/08/2014","10,580.6","10,826.7","10,826.7","10,580.6","5.48M","-1.63%"
"12/05/2014","10,756.4","10,721.2","10,791.5","10,686.1","4.65M","0.33%"
"12/04/2014","10,721.2","10,826.7","10,897.0","10,721.2","4.21M","-0.97%"
"12/03/2014","10,826.7","10,721.2","10,826.7","10,721.2","6.71M","1.65%"
"12/02/2014","10,650.9","10,615.8","10,756.4","10,580.6","9.87M","1.00%"
"12/01/2014","10,545.5","10,615.8","10,686.1","10,545.5","4.47M","-0.66%"
"11/28/2014","10,615.8","10,650.9","10,721.2","10,580.6","5.14M","-0.33%"
"11/27/2014","10,650.9","10,440.0","10,650.9","10,369.7","6.79M","1.68%"
"11/26/2014","10,475.2","10,475.2","10,721.2","10,404.9","20.25M","0.68%"
"11/25/2014","10,404.9","10,369.7","10,510.3","10,334.6","4.84M","0.68%"
"11/24/2014","10,334.6","10,369.7","10,475.2","10,264.3","8.57M","-1.34%"
"11/21/2014","10,475.2","10,721.2","10,721.2","10,475.2","10.18M","-1.97%"
"11/20/2014","10,686.1","10,615.8","10,686.1","10,545.5","5.80M","1.00%"
"11/19/2014","10,580.6","10,686.1","10,721.2","10,510.3","11.84M","-0.66%"
"11/18/2014","10,650.9","10,756.4","10,826.7","10,650.9","6.12M","-1.30%"
"11/17/2014","10,791.5","10,721.2","10,861.9","10,721.2","6.22M","0.33%"
"11/14/2014","10,756.4","10,791.5","10,826.7","10,650.9","11.22M","-0.65%"
"11/13/2014","10,826.7","10,897.0","10,967.3","10,791.5","8.54M","0.33%"
"11/12/2014","10,791.5","10,756.4","10,861.9","10,756.4","5.30M","0.00%"
"11/11/2014","10,791.5","10,861.9","10,932.2","10,791.5","9.26M","-0.65%"
"11/10/2014","10,861.9","10,897.0","10,932.2","10,826.7","9.23M","0.33%"
"11/07/2014","10,826.7","10,721.2","10,861.9","10,686.1","8.36M","1.32%"
"11/06/2014","10,686.1","10,826.7","10,826.7","10,650.9","6.20M","-0.65%"
"11/05/2014","10,756.4","10,826.7","10,897.0","10,545.5","15.56M","-0.65%"
"11/04/2014","10,826.7","10,861.9","10,967.3","10,826.7","12.63M","-0.65%"
"11/03/2014","10,897.0","11,037.6","11,072.8","10,861.9","8.95M","-0.32%"
"10/31/2014","10,932.2","10,721.2","11,002.5","10,650.9","15.79M","1.97%"
"10/30/2014","10,721.2","10,826.7","10,897.0","10,721.2","8.32M","-0.97%"
"10/29/2014","10,826.7","10,580.6","11,037.6","10,510.3","19.12M","4.05%"
"10/28/2014","10,404.9","10,229.1","10,404.9","10,194.0","15.49M","3.14%"
"10/27/2014","10,088.5","10,299.4","10,440.0","10,088.5","8.85M","-3.04%"
"10/24/2014","10,404.9","10,475.2","10,545.5","10,299.4","7.19M","-0.34%"
"10/23/2014","10,440.0","10,404.9","10,686.1","10,369.7","12.38M","-1.00%"
"10/22/2014","10,545.5","10,194.0","10,545.5","10,194.0","12.82M","3.81%"
"10/21/2014","10,158.8","10,053.4","10,229.1","10,018.2","7.56M","1.05%"
"10/20/2014","10,053.4","10,264.3","10,334.6","10,053.4","4.69M","-1.72%"
"10/17/2014","10,229.1","10,088.5","10,264.3","9,912.8","12.14M","1.75%"
"10/16/2014","10,053.4","10,545.5","10,545.5","10,053.4","16.49M","-5.30%"
"10/15/2014","10,615.8","10,580.6","10,650.9","10,440.0","7.42M","0.00%"
"10/14/2014","10,615.8","10,967.3","11,002.5","10,615.8","7.09M","-2.58%"
"10/13/2014","10,897.0","10,756.4","11,002.5","10,756.4","12.39M","1.64%"
"10/10/2014","10,721.2","10,861.9","10,897.0","10,721.2","11.40M","-1.93%"
"10/09/2014","10,932.2","11,143.1","11,143.1","10,932.2","7.65M","-0.95%"
"10/08/2014","11,037.6","11,072.8","11,213.4","11,002.5","15.75M","-0.63%"
"10/07/2014","11,107.9","11,178.2","11,213.4","11,072.8","10.04M","-0.63%"
"10/06/2014","11,178.2","11,248.5","11,318.8","11,143.1","6.93M","0.31%"
"10/03/2014","11,143.1","11,107.9","11,389.1","11,107.9","12.70M","0.63%"
"10/02/2014","11,072.8","10,897.0","11,143.1","10,826.7","14.65M","1.61%"
"10/01/2014","10,897.0","10,932.2","11,037.6","10,861.9","8.92M","0.32%"
"09/30/2014","10,861.9","10,686.1","11,037.6","10,650.9","13.31M","0.65%"
"09/29/2014","10,791.5","10,967.3","10,967.3","10,791.5","32.18M","5.14%"
"09/26/2014","10,264.3","10,264.3","10,440.0","10,158.8","13.54M","1.39%"
"09/25/2014","10,123.7","9,912.8","10,158.8","9,737.0","10.25M","1.77%"
"09/24/2014","9,947.9","10,053.4","10,088.5","9,877.6","11.47M","0.35%"
"09/23/2014","9,912.8","9,946.7","10,048.5","9,878.8","9.35M","0.34%"
"09/22/2014","9,878.8","10,150.4","10,184.3","9,878.8","9.87M","-2.35%"
"09/19/2014","10,116.4","10,014.6","10,150.4","9,980.6","8.66M","0.68%"
"09/18/2014","10,048.5","10,455.9","10,489.9","10,048.5","13.67M","-4.21%"
"09/17/2014","10,489.9","10,116.4","10,489.9","10,082.5","32.28M","6.92%"
"09/16/2014","9,810.9","9,777.0","9,844.9","9,641.2","7.36M","0.00%"
"09/15/2014","9,810.9","10,014.6","10,014.6","9,810.9","9.03M","-1.03%"
"09/12/2014","9,912.8","9,844.9","9,946.7","9,810.9","7.18M","0.34%"
"09/11/2014","9,878.8","9,980.6","10,048.5","9,878.8","8.75M","1.04%"
"09/10/2014","9,777.0","9,743.0","9,777.0","9,539.3","9.40M","0.70%"
"09/09/2014","9,709.1","9,980.6","10,184.3","9,301.7","21.85M","-2.72%"
"09/08/2014","9,980.6","9,980.6","10,082.5","9,946.7","7.93M","1.38%"
"09/05/2014","9,844.9","9,810.9","9,878.8","9,743.0","5.20M","1.05%"
"09/04/2014","9,743.0","9,743.0","9,844.9","9,675.1","7.28M","-0.35%"
"09/03/2014","9,777.0","9,980.6","10,014.6","9,777.0","7.88M","-0.69%"
"08/29/2014","9,844.9","9,878.8","9,946.7","9,743.0","6.19M","0.00%"
"08/28/2014","9,844.9","9,607.2","9,844.9","9,607.2","11.04M","2.84%"
"08/27/2014","9,573.3","9,539.3","9,675.1","9,471.4","7.05M","0.36%"
"08/26/2014","9,539.3","9,607.2","9,675.1","9,505.4","8.92M","-0.36%"
"08/25/2014","9,573.3","9,539.3","9,675.1","9,505.4","9.73M","1.08%"
"08/22/2014","9,471.4","9,607.2","9,641.2","9,471.4","6.87M","-0.36%"
"08/21/2014","9,505.4","9,403.5","9,641.2","9,403.5","13.87M","1.08%"
"08/20/2014","9,403.5","9,403.5","9,505.4","9,335.6","6.66M","1.09%"
"08/19/2014","9,301.7","9,437.5","9,539.3","9,301.7","9.44M","-0.72%"
"08/18/2014","9,369.6","8,962.2","9,369.6","8,962.2","15.68M","4.55%"
"08/15/2014","8,962.2","9,030.1","9,064.1","8,962.2","3.06M","-0.75%"
"08/14/2014","9,030.1","9,098.0","9,132.0","8,996.2","5.80M","0.00%"
"08/13/2014","9,030.1","8,928.3","9,064.1","8,894.3","4.54M","1.53%"
"08/12/2014","8,894.3","8,826.4","8,962.2","8,826.4","4.00M","0.77%"
"08/11/2014","8,826.4","8,894.3","8,928.3","8,826.4","3.99M","-0.76%"
"08/08/2014","8,894.3","8,996.2","9,064.1","8,860.4","4.39M","-1.13%"
"08/07/2014","8,996.2","8,860.4","8,996.2","8,826.4","5.81M","1.15%"
"08/06/2014","8,894.3","8,962.2","8,996.2","8,894.3","7.22M","0.00%"
"08/05/2014","8,894.3","8,690.6","8,894.3","8,690.6","5.83M","2.34%"
"08/04/2014","8,690.6","8,486.9","8,724.6","8,453.0","4.55M","1.99%"
"08/01/2014","8,520.9","8,588.8","8,588.8","8,486.9","3.68M","-1.18%"
"07/31/2014","8,622.7","8,486.9","8,690.6","8,486.9","2.74M","1.19%"
"07/30/2014","8,520.9","8,588.8","8,656.7","8,486.9","5.38M","-0.79%"
"07/29/2014","8,588.8","8,690.6","8,690.6","8,520.9","3.77M","-0.78%"
"07/28/2014","8,656.7","8,826.4","8,826.4","8,554.8","8.28M","-2.67%"
"07/25/2014","8,894.3","8,996.2","9,132.0","8,894.3","6.06M","-1.13%"
"07/24/2014","8,996.2","9,030.1","9,030.1","8,962.2","3.51M","0.00%"
"07/23/2014","8,996.2","8,996.2","9,064.1","8,928.3","3.76M","0.00%"
"07/22/2014","8,996.2","9,098.0","9,098.0","8,962.2","5.26M","-1.12%"
"07/21/2014","9,098.0","9,233.8","9,267.7","9,030.1","9.16M","0.00%"
"07/18/2014","9,098.0","8,894.3","9,098.0","8,894.3","6.93M","1.90%"
"07/17/2014","8,928.3","8,962.2","8,996.2","8,860.4","3.18M","0.00%"
"07/16/2014","8,928.3","9,165.9","9,165.9","8,928.3","6.48M","-0.38%"
